"system_index","OBJECTID","ndvi","pixel_qa",
1_1_LT05_066015_20000214,3,0.865577234,80,
1_1_LT05_066015_20000301,3,0.788653467,80,
1_1_LT05_066015_20000317,3,0.913273428,80,
1_1_LT05_066015_20000402,3,0.959901115,80,
1_1_LT05_066015_20000418,3,0.866323532,80,
1_1_LT05_066015_20000504,3,0.921213899,80,
1_1_LT05_066015_20000520,3,0.920369935,80,
1_1_LT05_066015_20000605,3,0.814224269,80,
1_1_LT05_066015_20000621,3,0.779720861,80,
1_1_LT05_066015_20000707,3,0.808726111,80,
1_1_LT05_066015_20000723,3,0.800718396,80,
1_1_LT05_066015_20000808,3,0.842534939,80,
1_1_LT05_066015_20000824,3,0.822222651,80,
1_1_LT05_066015_20000909,3,0.768010444,80,
1_1_LT05_066015_20000925,3,0.909262107,80,
1_1_LT05_066015_20001011,3,0.957358374,80,
1_1_LT05_066015_20001027,3,0.86179311,80,
1_1_LT05_066015_20001112,3,0.938147397,80,
1_1_LT05_066015_20001128,3,0.844598326,80,
1_1_LT05_066015_20001214,3,0.892936027,80,
1_1_LT05_066015_20001230,3,0.818828816,80,
1_1_LT05_066015_20010115,3,0.798714163,80,
1_1_LT05_066015_20010131,3,0.925635061,80,
1_1_LT05_066015_20010216,3,0.93257105,80,
1_1_LT05_066015_20010304,3,0.819186208,80,
1_1_LT05_066015_20010320,3,0.933384921,80,
1_1_LT05_066015_20010405,3,0.8657841,80,
1_1_LT05_066015_20010421,3,0.89689739,80,
1_1_LT05_066015_20010507,3,0.768996362,80,
1_1_LT05_066015_20010523,3,0.814972293,80,
1_1_LT05_066015_20010608,3,0.777137748,80,
1_1_LT05_066015_20010624,3,0.792386753,80,
1_1_LT05_066015_20010710,3,0.900256973,80,
1_1_LT05_066015_20010726,3,0.783210917,80,
1_1_LT05_066015_20010811,3,0.893776743,80,
1_1_LT05_066015_20010827,3,0.898615429,80,
1_1_LT05_066015_20010912,3,0.7929093,80,
1_1_LT05_066015_20010928,3,0.873276046,80,
1_1_LT05_066015_20011014,3,0.902251898,80,
1_1_LT05_066015_20011030,3,0.868871313,80,
1_1_LT05_066015_20011115,3,0.867447113,80,
1_1_LT05_066015_20011201,3,0.883851456,80,
1_1_LT05_066015_20011217,3,0.908132935,80,
1_1_LT05_066015_20020102,3,0.774520205,80,
1_1_LT05_066015_20020118,3,0.952470432,80,
1_1_LT05_066015_20020203,3,0.795021608,80,
1_1_LT05_066015_20020219,3,0.81145392,80,
1_1_LT05_066015_20020307,3,0.936855069,80,
1_1_LT05_066015_20020323,3,0.889101999,80,
1_1_LT05_066015_20020408,3,0.867916395,80,
1_1_LT05_066015_20020424,3,0.900237669,80,
1_1_LT05_066015_20020510,3,0.934296826,80,
1_1_LT05_066015_20020526,3,0.764662057,80,
1_1_LT05_066015_20020611,3,0.831042891,80,
1_1_LT05_066015_20020627,3,0.908320736,80,
1_1_LT05_066015_20020713,3,0.772232329,80,
1_1_LT05_066015_20020729,3,0.900683222,80,
1_1_LT05_066015_20020814,3,0.866462126,80,
1_1_LT05_066015_20020830,3,0.843980915,80,
1_1_LT05_066015_20020915,3,0.76569571,80,
1_1_LT05_066015_20021001,3,0.784942402,80,
1_1_LT05_066015_20021017,3,0.817183372,80,
1_1_LT05_066015_20021102,3,0.83407524,80,
1_1_LT05_066015_20021118,3,0.833196569,80,
1_1_LT05_066015_20021204,3,0.901766479,80,
1_1_LT05_066015_20021220,3,0.944353295,80,
1_1_LT05_066015_20030105,3,0.871886496,80,
1_1_LT05_066015_20030121,3,0.76849537,80,
1_1_LT05_066015_20030206,3,0.901117252,80,
1_1_LT05_066015_20030222,3,0.857410175,80,
1_1_LT05_066015_20030310,3,0.781470853,80,
1_1_LT05_066015_20030326,3,0.888900614,80,
1_1_LT05_066015_20030411,3,0.802758151,80,
1_1_LT05_066015_20030427,3,0.759153646,80,
1_1_LT05_066015_20030513,3,0.77222295,80,
1_1_LT05_066015_20030529,3,0.834790023,80,
1_1_LT05_066015_20030614,3,0.78555291,80,
1_1_LT05_066015_20030630,3,0.853350633,80,
1_1_LT05_066015_20030716,3,0.850606896,80,
1_1_LT05_066015_20030801,3,0.772044807,80,
1_1_LT05_066015_20030817,3,0.929249436,80,
1_1_LT05_066015_20030902,3,0.937886306,80,
1_1_LT05_066015_20030918,3,0.910471412,80,
1_1_LT05_066015_20031004,3,0.874365804,80,
1_1_LT05_066015_20031020,3,0.877481861,80,
1_1_LT05_066015_20031105,3,0.855875431,80,
1_1_LT05_066015_20031121,3,0.754316014,80,
1_1_LT05_066015_20031207,3,0.751980403,80,
1_1_LT05_066015_20031223,3,0.776400715,80,
1_1_LT05_066015_20040108,3,0.858822352,80,
1_1_LT05_066015_20040124,3,0.781514733,80,
1_1_LT05_066015_20040209,3,0.804482994,80,
1_1_LT05_066015_20040225,3,0.825641289,80,
1_1_LT05_066015_20040312,3,0.763533978,80,
1_1_LT05_066015_20040328,3,0.657406929,80,
1_1_LT05_066015_20040413,3,0.629938222,80,
1_1_LT05_066015_20040429,3,0.742032469,80,
1_1_LT05_066015_20040515,3,0.596020276,80,
1_1_LT05_066015_20040531,3,0.712757809,80,
1_1_LT05_066015_20040616,3,0.608093076,80,
1_1_LT05_066015_20040702,3,0.622684119,80,
1_1_LT05_066015_20040718,3,0.64504475,80,
1_1_LT05_066015_20040803,3,0.500240007,80,
1_1_LT05_066015_20040819,3,0.577987578,80,
1_1_LT05_066015_20040904,3,0.624492736,80,
1_1_LT05_066015_20040920,3,0.609626081,80,
1_1_LT05_066015_20041006,3,0.434014689,80,
1_1_LT05_066015_20041022,3,0.497367627,80,
1_1_LT05_066015_20041107,3,0.376813726,80,
1_1_LT05_066015_20041123,3,0.367149098,80,
1_1_LT05_066015_20041209,3,0.435659227,80,
1_1_LT05_066015_20041225,3,0.324103455,80,
1_1_LT05_066015_20050110,3,0.292154839,80,
1_1_LT05_066015_20050126,3,0.339895062,80,
1_1_LT05_066015_20050211,3,0.257832921,80,
1_1_LT05_066015_20050227,3,0.281832882,80,
1_1_LT05_066015_20050315,3,0.199427286,80,
1_1_LT05_066015_20050331,3,0.18360505,80,
1_1_LT05_066015_20050416,3,0.203123452,80,
1_1_LT05_066015_20050502,3,0.157809432,80,
1_1_LT05_066015_20050518,3,0.105707072,80,
1_1_LT05_066015_20050603,3,0.23072553,80,
1_1_LT05_066015_20050619,3,0.170264311,80,
1_1_LT05_066015_20050705,3,0.146654061,80,
1_1_LT05_066015_20050721,3,0.174948468,80,
1_1_LT05_066015_20050806,3,0.133667979,80,
1_1_LT05_066015_20050822,3,0.195483102,80,
1_1_LT05_066015_20050907,3,0.199466036,80,
1_1_LT05_066015_20050923,3,0.296328421,80,
1_1_LT05_066015_20051009,3,0.286744757,80,
1_1_LT05_066015_20051025,3,0.103863453,80,
1_1_LT05_066015_20051110,3,0.190746149,80,
1_1_LT05_066015_20051126,3,0.102843165,80,
1_1_LT05_066015_20051212,3,0.099211741,80,
1_1_LT05_066015_20051228,3,0.258453823,80,
1_1_LT05_066015_20060113,3,0.176390058,80,
1_1_LT05_066015_20060129,3,0.138360039,80,
1_1_LT05_066015_20060214,3,0.289690355,80,
1_1_LT05_066015_20060302,3,0.275069415,80,
1_1_LT05_066015_20060318,3,0.209188625,80,
1_1_LT05_066015_20060403,3,0.108811336,80,
1_1_LT05_066015_20060419,3,0.165537658,80,
1_1_LT05_066015_20060505,3,0.292349174,80,
1_1_LT05_066015_20060521,3,0.225715481,80,
1_1_LT05_066015_20060606,3,0.158320879,80,
1_1_LT05_066015_20060622,3,0.277174129,80,
1_1_LT05_066015_20060708,3,0.223171276,80,
1_1_LT05_066015_20060724,3,0.098844691,80,
1_1_LT05_066015_20060809,3,0.215666202,80,
1_1_LT05_066015_20060825,3,0.288870402,80,
1_1_LT05_066015_20060910,3,0.20095809,80,
1_1_LT05_066015_20060926,3,0.16245741,80,
1_1_LT05_066015_20061012,3,0.09240544,80,
1_1_LT05_066015_20061028,3,0.288420103,80,
1_1_LT05_066015_20061113,3,0.252703939,80,
1_1_LT05_066015_20061129,3,0.199497982,80,
1_1_LT05_066015_20061215,3,0.137037235,80,
1_1_LT05_066015_20061231,3,0.268719474,80,
1_1_LT05_066015_20070116,3,0.275967516,80,
1_1_LT05_066015_20070201,3,0.17431734,80,
1_1_LT05_066015_20070217,3,0.127914463,80,
1_1_LT05_066015_20070305,3,0.167272278,80,
1_1_LT05_066015_20070321,3,0.157663238,80,
1_1_LT05_066015_20070406,3,0.236479959,80,
1_1_LT05_066015_20070422,3,0.132503922,80,
1_1_LT05_066015_20070508,3,0.206680294,80,
1_1_LT05_066015_20070524,3,0.167745121,80,
1_1_LT05_066015_20070609,3,0.102984598,80,
1_1_LT05_066015_20070625,3,0.261581301,80,
1_1_LT05_066015_20070711,3,0.150163062,80,
1_1_LT05_066015_20070727,3,0.20478119,80,
1_1_LT05_066015_20070812,3,0.161101445,80,
1_1_LT05_066015_20070828,3,0.143393461,80,
1_1_LT05_066015_20070913,3,0.158840298,80,
1_1_LT05_066015_20070929,3,0.194286426,80,
1_1_LT05_066015_20071015,3,0.216353682,80,
1_1_LT05_066015_20071031,3,0.189283696,80,
1_1_LT05_066015_20071116,3,0.200650921,80,
1_1_LT05_066015_20071202,3,0.185567701,80,
1_1_LT05_066015_20071218,3,0.201084753,80,
1_1_LT05_066015_20080103,3,0.235658569,80,
1_1_LT05_066015_20080119,3,0.123525541,80,
1_1_LT05_066015_20080204,3,0.084852537,80,
1_1_LT05_066015_20080220,3,0.227633268,80,
1_1_LT05_066015_20080307,3,0.176219476,80,
1_1_LT05_066015_20080323,3,0.084964274,80,
1_1_LT05_066015_20080408,3,0.21068118,80,
1_1_LT05_066015_20080424,3,0.111857524,80,
1_1_LT05_066015_20080510,3,0.160462353,80,
1_1_LT05_066015_20080526,3,0.239159976,80,
1_1_LT05_066015_20080611,3,0.168473237,80,
1_1_LT05_066015_20080627,3,0.180992638,80,
1_1_LT05_066015_20080713,3,0.08077489,80,
1_1_LT05_066015_20080729,3,0.098361009,80,
1_1_LT05_066015_20080814,3,0.16773705,80,
1_1_LT05_066015_20080830,3,0.268880828,80,
1_1_LT05_066015_20080915,3,0.090828428,80,
1_1_LT05_066015_20081001,3,0.146194375,80,
1_1_LT05_066015_20081017,3,0.223229643,80,
1_1_LT05_066015_20081102,3,0.171765669,80,
1_1_LT05_066015_20081118,3,0.100282383,80,
1_1_LT05_066015_20081204,3,0.175414454,80,
1_1_LT05_066015_20081220,3,0.237312751,80,
1_1_LT05_066015_20090105,3,0.225292191,80,
1_1_LT05_066015_20090121,3,0.086478814,80,
1_1_LT05_066015_20090206,3,0.203141901,80,
1_1_LT05_066015_20090222,3,0.205034404,80,
1_1_LT05_066015_20090310,3,0.141168597,80,
1_1_LT05_066015_20090326,3,0.173687557,80,
1_1_LT05_066015_20090411,3,0.232833907,80,
1_1_LT05_066015_20090427,3,0.164874287,80,
1_1_LT05_066015_20090513,3,0.211888664,80,
1_1_LT05_066015_20090529,3,0.24572378,80,
1_1_LT05_066015_20090614,3,0.10831152,80,
1_1_LT05_066015_20090630,3,0.177696835,80,
1_1_LT05_066015_20090716,3,0.236186888,80,
1_1_LT05_066015_20090801,3,0.210781759,80,
1_1_LT05_066015_20090817,3,0.211731953,80,
1_1_LT05_066015_20090902,3,0.225984311,80,
1_1_LT05_066015_20090918,3,0.066554131,80,
1_1_LT05_066015_20091004,3,0.265318127,80,
1_1_LT05_066015_20091020,3,0.203588009,80,
1_1_LT05_066015_20091105,3,0.263911534,80,
1_1_LT05_066015_20091121,3,0.202441494,80,
1_1_LT05_066015_20091207,3,0.231651928,80,
1_1_LT05_066015_20091223,3,0.080854171,80,
1_1_LT05_066015_20100108,3,0.242523752,80,
1_1_LT05_066015_20100124,3,0.193183159,80,
1_1_LT05_066015_20100209,3,0.210679178,80,
1_1_LT05_066015_20100225,3,0.085485959,80,
1_1_LT05_066015_20100313,3,0.112261258,80,
1_1_LT05_066015_20100329,3,0.073808183,80,
1_1_LT05_066015_20100414,3,0.07890698,80,
1_1_LT05_066015_20100430,3,0.212620839,80,
1_1_LT05_066015_20100516,3,0.065389679,80,
1_1_LT05_066015_20100601,3,0.125871655,80,
1_1_LT05_066015_20100617,3,0.120815142,80,
1_1_LT05_066015_20100703,3,0.126377397,80,
1_1_LT05_066015_20100719,3,0.13925752,80,
1_1_LT05_066015_20100804,3,0.193096636,80,
1_1_LT05_066015_20100820,3,0.237351283,80,
1_1_LT05_066015_20100905,3,0.097495649,80,
1_1_LT05_066015_20100921,3,0.211216203,80,
1_1_LT05_066015_20101007,3,0.155530626,80,
1_1_LT05_066015_20101023,3,0.222941233,80,
1_1_LT05_066015_20101108,3,0.230577021,80,
1_1_LT05_066015_20101124,3,0.164584769,80,
1_1_LT05_066015_20101210,3,0.107559937,80,
1_1_LT05_066015_20101226,3,0.124809518,80,
1_1_LT05_066015_20110111,3,0.212281749,80,
1_1_LT05_066015_20110127,3,0.188505768,80,
1_1_LT05_066015_20110212,3,0.15061678,80,
1_1_LT05_066015_20110228,3,0.253296242,80,
1_1_LT05_066015_20110316,3,0.229369978,80,
1_1_LT05_066015_20110401,3,0.23037577,80,
1_1_LT05_066015_20110417,3,0.178329598,80,
1_1_LT05_066015_20110503,3,0.251669327,80,
1_1_LT05_066015_20110519,3,0.073646557,80,
1_1_LT05_066015_20110604,3,0.111094745,80,
1_1_LT05_066015_20110620,3,0.2034416,80,
1_1_LT05_066015_20110706,3,0.167774648,80,
1_1_LT05_066015_20110722,3,0.211617353,80,
1_1_LT05_066015_20110807,3,0.095059669,80,
1_1_LT05_066015_20110823,3,0.06023208,80,
1_1_LT05_066015_20110908,3,0.133868905,80,
1_1_LT05_066015_20110924,3,0.183697381,80,
1_1_LT05_066015_20111010,3,0.063163052,80,
1_1_LT05_066015_20111026,3,0.095984793,80,
1_1_LT05_066015_20111111,3,0.230325258,80,
1_1_LT05_066015_20111127,3,0.185444748,80,
1_1_LT05_066015_20111213,3,0.135123688,80,
1_1_LT05_066015_20111229,3,0.127681873,80,
1_1_LT05_066015_20120114,3,0.190577691,80,
1_1_LT05_066015_20120130,3,0.064834223,80,
1_1_LT05_066015_20120215,3,0.078571114,80,
1_1_LT05_066015_20120302,3,0.121597201,80,
1_1_LT05_066015_20120318,3,0.112944417,80,
1_1_LT05_066015_20120403,3,0.226818493,80,
1_1_LT05_066015_20120419,3,0.225552298,80,
1_1_LT05_066015_20120505,3,0.19094435,80,
1_1_LT05_066015_20120521,3,0.108405091,80,
1_1_LT05_066015_20120606,3,0.052182308,80,
1_1_LT05_066015_20120622,3,0.14305325,80,
1_1_LT05_066015_20120708,3,0.224524744,80,
1_1_LT05_066015_20120724,3,0.063689068,80,
1_1_LT05_066015_20120809,3,0.110324771,80,
1_1_LT05_066015_20120825,3,0.178935722,80,
1_1_LT05_066015_20120910,3,0.142564275,80,
1_1_LT05_066015_20120926,3,0.052500721,80,
1_1_LT05_066015_20121012,3,0.096707997,80,
1_1_LT05_066015_20121028,3,0.091186912,80,
1_1_LT05_066015_20121113,3,0.139095075,80,
1_1_LT05_066015_20121129,3,0.208470254,80,
1_1_LT05_066015_20121215,3,0.18756129,80,
1_1_LT05_066015_20121231,3,0.082714163,80,
1_1_LT05_066015_20130116,3,0.201991981,80,
1_1_LT05_066015_20130201,3,0.173596989,80,
1_1_LT05_066015_20130217,3,0.106832235,80,
1_1_LT05_066015_20130305,3,0.089571522,80,
1_1_LT05_066015_20130321,3,0.155286354,80,
1_1_LT05_066015_20130406,3,0.114953561,80,
1_1_LT05_066015_20130422,3,0.121497781,80,
1_1_LT05_066015_20130508,3,0.071263516,80,
1_1_LT05_066015_20130524,3,0.115026679,80,
1_1_LT05_066015_20130609,3,0.07987698,80,
1_1_LT05_066015_20130625,3,0.232334059,80,
1_1_LT05_066015_20130711,3,0.229645653,80,
1_1_LT05_066015_20130727,3,0.110565845,80,
1_1_LT05_066015_20130812,3,0.233035218,80,
1_1_LT05_066015_20130828,3,0.075147329,80,
1_1_LT05_066015_20130913,3,0.19466228,80,
1_1_LT05_066015_20130929,3,0.228005414,80,
1_1_LT05_066015_20131015,3,0.052280235,80,
1_1_LT05_066015_20131031,3,0.041168662,80,
1_1_LT05_066015_20131116,3,0.208254547,80,
1_1_LT05_066015_20131202,3,0.113653981,80,
1_1_LT05_066015_20131218,3,0.085740597,80,
1_1_LT05_066015_20140103,3,0.159390377,80,
1_1_LT05_066015_20140119,3,0.230652584,80,
1_1_LT05_066015_20140204,3,0.177497841,80,
1_1_LT05_066015_20140220,3,0.210803007,80,
1_1_LT05_066015_20140308,3,0.066207313,80,
1_1_LT05_066015_20140324,3,0.201368763,80,
1_1_LT05_066015_20140409,3,0.179046231,80,
1_1_LT05_066015_20140425,3,0.161681848,80,
1_1_LT05_066015_20140511,3,0.131742362,80,
1_1_LT05_066015_20140527,3,0.093962534,80,
1_1_LT05_066015_20140612,3,0.032915288,80,
1_1_LT05_066015_20140628,3,0.194675663,80,
1_1_LT05_066015_20140714,3,0.061878753,80,
1_1_LT05_066015_20140730,3,0.206507255,80,
1_1_LT05_066015_20140815,3,0.032227209,80,
1_1_LT05_066015_20140831,3,0.225368839,80,
1_1_LT05_066015_20140916,3,0.175759125,80,
1_1_LT05_066015_20141002,3,0.097735753,80,
1_1_LT05_066015_20141018,3,0.167348966,80,
1_1_LT05_066015_20141103,3,0.140381517,80,
1_1_LT05_066015_20141119,3,0.052083081,80,
1_1_LT05_066015_20141205,3,0.038657834,80,
1_1_LT05_066015_20141221,3,0.212187603,80,
1_1_LT05_066015_20150106,3,0.16422493,80,
1_1_LT05_066015_20150122,3,0.125566125,80,
1_1_LT05_066015_20150207,3,0.18688984,80,
1_1_LT05_066015_20150223,3,0.085592469,80,
1_1_LT05_066015_20150311,3,0.127494082,80,
1_1_LT05_066015_20150327,3,0.197466237,80,
1_1_LT05_066015_20150412,3,0.080390152,80,
1_1_LT05_066015_20150428,3,0.159672749,80,
1_1_LT05_066015_20150514,3,0.045761225,80,
1_1_LT05_066015_20150530,3,0.092395033,80,
1_1_LT05_066015_20150615,3,0.100939774,80,
1_1_LT05_066015_20150701,3,0.031699502,80,
1_1_LT05_066015_20150717,3,0.03703037,80,
1_1_LT05_066015_20150802,3,0.133007177,80,
1_1_LT05_066015_20150818,3,0.061864373,80,
1_1_LT05_066015_20150903,3,0.146795069,80,
1_1_LT05_066015_20150919,3,0.044395373,80,
1_1_LT05_066015_20151005,3,0.127254482,80,
1_1_LT05_066015_20151021,3,0.19503484,80,
1_1_LT05_066015_20151106,3,0.050295524,80,
1_1_LT05_066015_20151122,3,0.122790077,80,
1_1_LT05_066015_20151208,3,0.120091093,80,
1_1_LT05_066015_20151224,3,0.021424566,80,
1_1_LT05_066015_20160109,3,0.139174063,80,
1_1_LT05_066015_20160125,3,0.146920252,80,
1_1_LT05_066015_20160210,3,0.102415393,80,
1_1_LT05_066015_20160226,3,0.134363104,80,
1_1_LT05_066015_20160313,3,0.206292281,80,
1_1_LT05_066015_20160329,3,0.071611705,80,
1_1_LT05_066015_20160414,3,0.035143938,80,
1_1_LT05_066015_20160430,3,0.084792493,80,
1_1_LT05_066015_20160516,3,0.030557173,80,
1_1_LT05_066015_20160601,3,0.112363054,80,
1_1_LT05_066015_20160617,3,0.050670887,80,
1_1_LT05_066015_20160703,3,0.058567896,80,
1_1_LT05_066015_20160719,3,0.182840466,80,
1_1_LT05_066015_20160804,3,0.127987457,80,
1_1_LT05_066015_20160820,3,0.179484678,80,
1_1_LT05_066015_20160905,3,0.114256227,80,
1_1_LT05_066015_20160921,3,0.130760074,80,
1_1_LT05_066015_20161007,3,0.102285714,80,
1_1_LT05_066015_20161023,3,0.070124006,80,
1_1_LT05_066015_20161108,3,0.072490683,80,
1_1_LT05_066015_20161124,3,0.012009082,80,
1_1_LT05_066015_20161210,3,0.098175636,80,
1_1_LT05_066015_20161226,3,0.044615652,80,
1_1_LT05_066015_20170111,3,0.093287906,80,
1_1_LT05_066015_20170127,3,0.07346369,80,
1_1_LT05_066015_20170212,3,0.069129006,80,
1_1_LT05_066015_20170228,3,0.012245912,80,
1_1_LT05_066015_20170316,3,0.177416515,80,
1_1_LT05_066015_20170401,3,0.091884073,80,
1_1_LT05_066015_20170417,3,0.197895719,80,
1_1_LT05_066015_20170503,3,0.128493897,80,
1_1_LT05_066015_20170519,3,0.024668093,80,
1_1_LT05_066015_20170604,3,0.190065717,80,
1_1_LT05_066015_20170620,3,0.142999748,80,
1_1_LT05_066015_20170706,3,0.02419846,80,
1_1_LT05_066015_20170722,3,0.083564508,80,
1_1_LT05_066015_20170807,3,0.127847478,80,
1_1_LT05_066015_20170823,3,0.127425555,80,
1_1_LT05_066015_20170908,3,0.085806059,80,
1_1_LT05_066015_20170924,3,0.147050807,80,
1_1_LT05_066015_20171010,3,0.188231827,80,
1_1_LT05_066015_20171026,3,0.185207446,80,
1_1_LT05_066015_20171111,3,0.001276176,80,
1_1_LT05_066015_20171127,3,0.167021402,80,
1_1_LT05_066015_20171213,3,0.164271281,80,
1_1_LT05_066015_20171229,3,0.086117606,80,
1_1_LT05_066015_19900101,4,0.980324939,80,
1_1_LT05_066015_19900117,4,0.97920704,80,
1_1_LT05_066015_19900202,4,0.877507226,80,
1_1_LT05_066015_19900218,4,1.045276664,80,
1_1_LT05_066015_19900306,4,1.01286222,80,
1_1_LT05_066015_19900322,4,0.900404638,80,
1_1_LT05_066015_19900407,4,0.94595672,80,
1_1_LT05_066015_19900423,4,1.004527886,80,
1_1_LT05_066015_19900509,4,0.923666641,80,
1_1_LT05_066015_19900525,4,0.918634144,80,
1_1_LT05_066015_19900610,4,0.888263909,80,
1_1_LT05_066015_19900626,4,0.944644696,80,
1_1_LT05_066015_19900712,4,0.869336987,80,
1_1_LT05_066015_19900728,4,0.992535506,80,
1_1_LT05_066015_19900813,4,0.846111628,80,
1_1_LT05_066015_19900829,4,0.887555166,80,
1_1_LT05_066015_19900914,4,0.859895663,80,
1_1_LT05_066015_19900930,4,0.937473026,80,
1_1_LT05_066015_19901016,4,0.958776829,80,
1_1_LT05_066015_19901101,4,0.993091924,80,
1_1_LT05_066015_19901117,4,0.91883088,80,
1_1_LT05_066015_19901203,4,0.992214606,80,
1_1_LT05_066015_19901219,4,0.919570439,80,
1_1_LT05_066015_19910104,4,0.943743156,80,
1_1_LT05_066015_19910120,4,0.862260095,80,
1_1_LT05_066015_19910205,4,0.990957273,80,
1_1_LT05_066015_19910221,4,0.841921838,80,
1_1_LT05_066015_19910309,4,0.888015487,80,
1_1_LT05_066015_19910325,4,0.869003273,80,
1_1_LT05_066015_19910410,4,1.002100479,80,
1_1_LT05_066015_19910426,4,0.911236267,80,
1_1_LT05_066015_19910512,4,0.967406429,80,
1_1_LT05_066015_19910528,4,0.965388955,80,
1_1_LT05_066015_19910613,4,1.016095336,80,
1_1_LT05_066015_19910629,4,0.984916333,80,
1_1_LT05_066015_19910715,4,1.015812968,80,
1_1_LT05_066015_19910731,4,0.923918494,80,
1_1_LT05_066015_19910816,4,0.909925443,80,
1_1_LT05_066015_19910901,4,1.033910845,80,
1_1_LT05_066015_19910917,4,0.953309001,80,
1_1_LT05_066015_19911003,4,0.866227138,80,
1_1_LT05_066015_19911019,4,0.935232197,80,
1_1_LT05_066015_19911104,4,0.886427511,80,
1_1_LT05_066015_19911120,4,0.980440353,80,
1_1_LT05_066015_19911206,4,0.97190148,80,
1_1_LT05_066015_19911222,4,0.845264253,80,
1_1_LT05_066015_19920107,4,0.884661519,80,
1_1_LT05_066015_19920123,4,0.914890251,80,
1_1_LT05_066015_19920208,4,1.01458653,80,
1_1_LT05_066015_19920224,4,1.013710194,80,
1_1_LT05_066015_19920311,4,0.853554246,80,
1_1_LT05_066015_19920327,4,0.944662913,80,
1_1_LT05_066015_19920412,4,1.020379661,80,
1_1_LT05_066015_19920428,4,0.910213272,80,
1_1_LT05_066015_19920514,4,0.925864923,80,
1_1_LT05_066015_19920530,4,0.925277759,80,
1_1_LT05_066015_19920615,4,0.861551546,80,
1_1_LT05_066015_19920701,4,0.98795039,80,
1_1_LT05_066015_19920717,4,0.965332745,80,
1_1_LT05_066015_19920802,4,0.904647005,80,
1_1_LT05_066015_19920818,4,1.019709176,80,
1_1_LT05_066015_19920903,4,0.995939021,80,
1_1_LT05_066015_19920919,4,0.854578792,80,
1_1_LT05_066015_19921005,4,0.918126175,80,
1_1_LT05_066015_19921021,4,0.957141099,80,
1_1_LT05_066015_19921106,4,0.981280343,80,
1_1_LT05_066015_19921122,4,0.959879204,80,
1_1_LT05_066015_19921208,4,0.987637155,80,
1_1_LT05_066015_19921224,4,0.910373918,80,
1_1_LT05_066015_19930109,4,0.954891714,80,
1_1_LT05_066015_19930125,4,0.920046628,80,
1_1_LT05_066015_19930210,4,0.878240229,80,
1_1_LT05_066015_19930226,4,0.853514187,80,
1_1_LT05_066015_19930314,4,0.923397931,80,
1_1_LT05_066015_19930330,4,0.937329917,80,
1_1_LT05_066015_19930415,4,0.833205537,80,
1_1_LT05_066015_19930501,4,0.997933119,80,
1_1_LT05_066015_19930517,4,0.956429908,80,
1_1_LT05_066015_19930602,4,1.003488424,80,
1_1_LT05_066015_19930618,4,0.926584,80,
1_1_LT05_066015_19930704,4,0.924763779,80,
1_1_LT05_066015_19930720,4,0.930457939,80,
1_1_LT05_066015_19930805,4,0.870345913,80,
1_1_LT05_066015_19930821,4,0.898912706,80,
1_1_LT05_066015_19930906,4,0.908125328,80,
1_1_LT05_066015_19930922,4,0.840808194,80,
1_1_LT05_066015_19931008,4,0.899137562,80,
1_1_LT05_066015_19931024,4,0.938032149,80,
1_1_LT05_066015_19931109,4,0.946167977,80,
1_1_LT05_066015_19931125,4,0.897597926,80,
1_1_LT05_066015_19931211,4,0.95704495,80,
1_1_LT05_066015_19931227,4,0.936894156,80,
1_1_LT05_066015_19940112,4,0.977992822,80,
1_1_LT05_066015_19940128,4,0.909496688,80,
1_1_LT05_066015_19940213,4,0.93664308,80,
1_1_LT05_066015_19940301,4,1.002070671,80,
1_1_LT05_066015_19940317,4,0.908761496,80,
1_1_LT05_066015_19940402,4,1.009600531,80,
1_1_LT05_066015_19940418,4,0.962330257,80,
1_1_LT05_066015_19940504,4,0.824359101,80,
1_1_LT05_066015_19940520,4,0.950776374,80,
1_1_LT05_066015_19940605,4,0.839274444,80,
1_1_LT05_066015_19940621,4,0.852311467,80,
1_1_LT05_066015_19940707,4,0.856862563,80,
1_1_LT05_066015_19940723,4,0.956714958,80,
1_1_LT05_066015_19940808,4,0.827475159,80,
1_1_LT05_066015_19940824,4,0.904443906,80,
1_1_LT05_066015_19940909,4,0.863188169,80,
1_1_LT05_066015_19940925,4,0.9848659,80,
1_1_LT05_066015_19941011,4,0.921644833,80,
1_1_LT05_066015_19941027,4,0.829458641,80,
1_1_LT05_066015_19941112,4,0.925951356,80,
1_1_LT05_066015_19941128,4,0.925552792,80,
1_1_LT05_066015_19941214,4,0.923015284,80,
1_1_LT05_066015_19941230,4,0.917455995,80,
1_1_LT05_066015_19950115,4,1.007503497,80,
1_1_LT05_066015_19950131,4,0.980237117,80,
1_1_LT05_066015_19950216,4,0.932961305,80,
1_1_LT05_066015_19950304,4,0.940991738,80,
1_1_LT05_066015_19950320,4,0.982941024,80,
1_1_LT05_066015_19950405,4,0.886881355,80,
1_1_LT05_066015_19950421,4,0.893375466,80,
1_1_LT05_066015_19950507,4,0.856276751,80,
1_1_LT05_066015_19950523,4,0.918283365,80,
1_1_LT05_066015_19950608,4,0.902610456,80,
1_1_LT05_066015_19950624,4,0.955839273,80,
1_1_LT05_066015_19950710,4,1.006737257,80,
1_1_LT05_066015_19950726,4,0.987635319,80,
